opmode,datatype,requiredSNR,ISF,NSF,IMCS,TBS,numTrBlks,NRep,SNR,BLER,TTI,pathloss,datarate
inband,1,-12.6,0,1,0,16,100,1,12,0,1,139,16
inband,1,-12.6,0,1,0,16,100,1,11,0,1,140,16
inband,1,-12.6,0,1,0,16,100,2,10,0,2,141,8
inband,1,-12.6,0,1,0,16,100,2,9,0,2,142,8
inband,1,-12.6,0,1,0,16,100,2,8,0,2,143,8
inband,1,-12.6,0,1,0,16,100,2,7,0,2,144,8
inband,1,-12.6,0,1,0,16,100,2,6,0,2,145,8
inband,1,-12.6,0,1,0,16,100,2,5,0,2,146,8
inband,1,-12.6,0,1,0,16,100,2,4,0,2,147,8
inband,1,-12.6,0,1,0,16,100,4,3,0,4,148,4
inband,1,-12.6,0,1,0,16,100,4,2,0,4,149,4
inband,1,-12.6,0,1,0,16,100,4,1,0,4,150,4
inband,1,-12.6,0,1,0,16,100,4,0,0,4,151,4
inband,1,-12.6,0,1,0,16,100,8,-1,0,8,152,2
inband,1,-12.6,0,1,0,16,100,8,-2,0,8,153,2
inband,1,-12.6,0,1,0,16,100,32,-3,0,32,154,0.5
inband,1,-12.6,0,1,0,16,100,16,-4,0,16,155,1
inband,1,-12.6,0,1,0,16,100,32,-5,0,32,156,0.5
inband,1,-12.6,0,1,0,16,100,32,-6,0,32,157,0.5
inband,1,-12.6,0,1,0,16,100,64,-7,0,64,158,0.25
inband,1,-12.6,0,1,0,16,100,64,-8,0,64,159,0.25
inband,1,-12.6,0,1,0,16,100,128,-9,0,128,160,0.125
inband,1,-12.6,0,1,0,16,100,128,-10,0,128,161,0.125
inband,1,-12.6,0,1,0,16,100,128,-11,0,128,162,0.125
inband,1,-12.6,0,1,0,16,100,256,-12,0,256,163,0.0625
inband,1,-12.6,0,1,0,16,100,256,-13,0,256,164,0.0625
inband,1,-12.6,0,1,1,24,100,1,16,0,1,135,24
inband,1,-12.6,0,1,1,24,100,1,15,0,1,136,24
inband,1,-12.6,0,1,1,24,100,1,14,0,1,137,24
inband,1,-12.6,0,1,1,24,100,1,13,0,1,138,24
inband,1,-12.6,0,1,1,24,100,2,12,0,2,139,12
inband,1,-12.6,0,1,1,24,100,2,11,0,2,140,12
inband,1,-12.6,0,1,1,24,100,2,10,0,2,141,12
inband,1,-12.6,0,1,1,24,100,2,9,0,2,142,12
inband,1,-12.6,0,1,1,24,100,2,8,0,2,143,12
inband,1,-12.6,0,1,1,24,100,2,7,0,2,144,12
inband,1,-12.6,0,1,1,24,100,2,6,0,2,145,12
inband,1,-12.6,0,1,1,24,100,4,5,0,4,146,6
inband,1,-12.6,0,1,1,24,100,4,4,0,4,147,6
inband,1,-12.6,0,1,1,24,100,4,3,0,4,148,6
inband,1,-12.6,0,1,1,24,100,4,2,0,4,149,6
inband,1,-12.6,0,1,1,24,100,4,1,0,4,150,6
inband,1,-12.6,0,1,1,24,100,8,0,0,8,151,3
inband,1,-12.6,0,1,1,24,100,8,-1,0,8,152,3
inband,1,-12.6,0,1,1,24,100,8,-2,0,8,153,3
inband,1,-12.6,0,1,1,24,100,32,-3,0,32,154,0.75
inband,1,-12.6,0,1,1,24,100,32,-4,0,32,155,0.75
inband,1,-12.6,0,1,1,24,100,32,-5,0,32,156,0.75
inband,1,-12.6,0,1,1,24,100,64,-6,0,64,157,0.375
inband,1,-12.6,0,1,1,24,100,64,-7,0,64,158,0.375
inband,1,-12.6,0,1,1,24,100,64,-8,0,64,159,0.375
inband,1,-12.6,0,1,1,24,100,128,-9,0,128,160,0.1875
inband,1,-12.6,0,1,1,24,100,128,-10,0,128,161,0.1875
inband,1,-12.6,0,1,1,24,100,192,-11,0,192,162,0.125
inband,1,-12.6,0,1,1,24,100,192,-12,0,192,163,0.125
inband,1,-12.6,0,1,1,24,100,256,-13,0,256,164,0.09375
inband,1,-12.6,0,1,2,32,100,1,14,0,1,137,32
inband,1,-12.6,0,1,2,32,100,1,13,0,1,138,32
inband,1,-12.6,0,1,2,32,100,2,12,0,2,139,16
inband,1,-12.6,0,1,2,32,100,2,11,0,2,140,16
inband,1,-12.6,0,1,2,32,100,2,10,0,2,141,16
inband,1,-12.6,0,1,2,32,100,2,9,0,2,142,16
inband,1,-12.6,0,1,2,32,100,2,8,0,2,143,16
inband,1,-12.6,0,1,2,32,100,2,7,0,2,144,16
inband,1,-12.6,0,1,2,32,100,4,6,0,4,145,8
inband,1,-12.6,0,1,2,32,100,4,5,0,4,146,8
inband,1,-12.6,0,1,2,32,100,4,4,0,4,147,8
inband,1,-12.6,0,1,2,32,100,4,3,0,4,148,8
inband,1,-12.6,0,1,2,32,100,4,2,0,4,149,8
inband,1,-12.6,0,1,2,32,100,8,1,0,8,150,4
inband,1,-12.6,0,1,2,32,100,8,0,0,8,151,4
inband,1,-12.6,0,1,2,32,100,8,-1,0,8,152,4
inband,1,-12.6,0,1,2,32,100,8,-2,0,8,153,4
inband,1,-12.6,0,1,2,32,100,32,-3,0,32,154,1
inband,1,-12.6,0,1,2,32,100,32,-4,0,32,155,1
inband,1,-12.6,0,1,2,32,100,32,-5,0,32,156,1
inband,1,-12.6,0,1,2,32,100,32,-6,0,32,157,1
inband,1,-12.6,0,1,2,32,100,64,-7,0,64,158,0.5
inband,1,-12.6,0,1,2,32,100,128,-8,0,128,159,0.25
inband,1,-12.6,0,1,2,32,100,128,-9,0,128,160,0.25
inband,1,-12.6,0,1,2,32,100,128,-10,0,128,161,0.25
inband,1,-12.6,0,1,2,32,100,192,-11,0,192,162,0.166666667
inband,1,-12.6,0,1,2,32,100,256,-12,0,256,163,0.125
inband,1,-12.6,0,1,2,32,100,384,-13,0,384,164,0.083333333
inband,1,-12.6,0,1,3,40,100,1,16,0,1,135,40
inband,1,-12.6,0,1,3,40,100,1,15,0,1,136,40
inband,1,-12.6,0,1,3,40,100,1,14,0,1,137,40
inband,1,-12.6,0,1,3,40,100,1,13,0,1,138,40
inband,1,-12.6,0,1,3,40,100,2,12,0,2,139,20
inband,1,-12.6,0,1,3,40,100,2,11,0,2,140,20
inband,1,-12.6,0,1,3,40,100,2,10,0,2,141,20
inband,1,-12.6,0,1,3,40,100,2,9,0,2,142,20
inband,1,-12.6,0,1,3,40,100,2,8,0,2,143,20
inband,1,-12.6,0,1,3,40,100,2,7,0,2,144,20
inband,1,-12.6,0,1,3,40,100,4,6,0,4,145,10
inband,1,-12.6,0,1,3,40,100,4,5,0,4,146,10
inband,1,-12.6,0,1,3,40,100,4,4,0,4,147,10
inband,1,-12.6,0,1,3,40,100,4,3,0,4,148,10
inband,1,-12.6,0,1,3,40,100,4,2,0,4,149,10
inband,1,-12.6,0,1,3,40,100,8,1,0,8,150,5
inband,1,-12.6,0,1,3,40,100,16,0,0,16,151,2.5
inband,1,-12.6,0,1,3,40,100,8,-1,0,8,152,5
inband,1,-12.6,0,1,3,40,100,16,-2,0,16,153,2.5
inband,1,-12.6,0,1,3,40,100,32,-3,0,32,154,1.25
inband,1,-12.6,0,1,3,40,100,32,-4,0,32,155,1.25
inband,1,-12.6,0,1,3,40,100,32,-5,0,32,156,1.25
inband,1,-12.6,0,1,3,40,100,64,-6,0,64,157,0.625
inband,1,-12.6,0,1,3,40,100,128,-7,0,128,158,0.3125
inband,1,-12.6,0,1,3,40,100,128,-8,0,128,159,0.3125
inband,1,-12.6,0,1,3,40,100,128,-9,0,128,160,0.3125
inband,1,-12.6,0,1,3,40,100,128,-10,0,128,161,0.3125
inband,1,-12.6,0,1,3,40,100,256,-11,0,256,162,0.15625
inband,1,-12.6,0,1,3,40,100,384,-12,0,384,163,0.104166667
inband,1,-12.6,0,1,3,40,100,384,-13,0,384,164,0.104166667
inband,1,-12.6,0,1,4,56,100,1,20,0,1,131,56
inband,1,-12.6,0,1,4,56,100,1,19,0,1,132,56
inband,1,-12.6,0,1,4,56,100,1,18,0,1,133,56
inband,1,-12.6,0,1,4,56,100,1,17,0,1,134,56
inband,1,-12.6,0,1,4,56,100,1,16,0,1,135,56
inband,1,-12.6,0,1,4,56,100,1,15,0,1,136,56
inband,1,-12.6,0,1,4,56,100,1,14,0,1,137,56
inband,1,-12.6,0,1,4,56,100,2,13,0,2,138,28
inband,1,-12.6,0,1,4,56,100,2,12,0,2,139,28
inband,1,-12.6,0,1,4,56,100,2,11,0,2,140,28
inband,1,-12.6,0,1,4,56,100,2,10,0,2,141,28
inband,1,-12.6,0,1,4,56,100,2,9,0,2,142,28
inband,1,-12.6,0,1,4,56,100,4,8,0,4,143,14
inband,1,-12.6,0,1,4,56,100,4,7,0,4,144,14
inband,1,-12.6,0,1,4,56,100,4,6,0,4,145,14
inband,1,-12.6,0,1,4,56,100,4,5,0,4,146,14
inband,1,-12.6,0,1,4,56,100,4,4,0,4,147,14
inband,1,-12.6,0,1,4,56,100,4,3,0,4,148,14
inband,1,-12.6,0,1,4,56,100,8,2,0,8,149,7
inband,1,-12.6,0,1,4,56,100,8,1,0,8,150,7
inband,1,-12.6,0,1,4,56,100,8,0,0,8,151,7
inband,1,-12.6,0,1,4,56,100,16,-1,0,16,152,3.5
inband,1,-12.6,0,1,4,56,100,32,-2,0,32,153,1.75
inband,1,-12.6,0,1,4,56,100,32,-3,0,32,154,1.75
inband,1,-12.6,0,1,4,56,100,32,-4,0,32,155,1.75
inband,1,-12.6,0,1,4,56,100,64,-5,0,64,156,0.875
inband,1,-12.6,0,1,4,56,100,64,-6,0,64,157,0.875
inband,1,-12.6,0,1,4,56,100,128,-7,0,128,158,0.4375
inband,1,-12.6,0,1,4,56,100,128,-8,0,128,159,0.4375
inband,1,-12.6,0,1,4,56,100,192,-9,0,192,160,0.291666667
inband,1,-12.6,0,1,4,56,100,192,-10,0,192,161,0.291666667
inband,1,-12.6,0,1,4,56,100,256,-11,0,256,162,0.21875
inband,1,-12.6,0,1,4,56,100,384,-12,0,384,163,0.145833333
inband,1,-12.6,0,1,4,56,100,512,-13,0,512,164,0.109375
inband,1,-12.6,0,1,5,72,100,1,23,0,1,128,72
inband,1,-12.6,0,1,5,72,100,1,22,0,1,129,72
inband,1,-12.6,0,1,5,72,100,1,21,0,1,130,72
inband,1,-12.6,0,1,5,72,100,1,20,0,1,131,72
inband,1,-12.6,0,1,5,72,100,1,19,0,1,132,72
inband,1,-12.6,0,1,5,72,100,1,18,0,1,133,72
inband,1,-12.6,0,1,5,72,100,1,17,0,1,134,72
inband,1,-12.6,0,1,5,72,100,2,16,0,2,135,36
inband,1,-12.6,0,1,5,72,100,2,15,0,2,136,36
inband,1,-12.6,0,1,5,72,100,2,14,0,2,137,36
inband,1,-12.6,0,1,5,72,100,2,13,0,2,138,36
inband,1,-12.6,0,1,5,72,100,2,12,0,2,139,36
inband,1,-12.6,0,1,5,72,100,2,11,0,2,140,36
inband,1,-12.6,0,1,5,72,100,2,10,0,2,141,36
inband,1,-12.6,0,1,5,72,100,2,9,0,2,142,36
inband,1,-12.6,0,1,5,72,100,2,8,0,2,143,36
inband,1,-12.6,0,1,5,72,100,4,7,0,4,144,18
inband,1,-12.6,0,1,5,72,100,4,6,0,4,145,18
inband,1,-12.6,0,1,5,72,100,4,5,0,4,146,18
inband,1,-12.6,0,1,5,72,100,4,4,0,4,147,18
inband,1,-12.6,0,1,5,72,100,4,3,0,4,148,18
inband,1,-12.6,0,1,5,72,100,8,2,0,8,149,9
inband,1,-12.6,0,1,5,72,100,8,1,0,8,150,9
inband,1,-12.6,0,1,5,72,100,16,0,0,16,151,4.5
inband,1,-12.6,0,1,5,72,100,16,-1,0,16,152,4.5
inband,1,-12.6,0,1,5,72,100,32,-2,0,32,153,2.25
inband,1,-12.6,0,1,5,72,100,32,-3,0,32,154,2.25
inband,1,-12.6,0,1,5,72,100,64,-4,0,64,155,1.125
inband,1,-12.6,0,1,5,72,100,64,-5,0,64,156,1.125
inband,1,-12.6,0,1,5,72,100,128,-6,0,128,157,0.5625
inband,1,-12.6,0,1,5,72,100,128,-7,0,128,158,0.5625
inband,1,-12.6,0,1,5,72,100,128,-8,0,128,159,0.5625
inband,1,-12.6,0,1,5,72,100,192,-9,0,192,160,0.375
inband,1,-12.6,0,1,5,72,100,256,-10,0,256,161,0.28125
inband,1,-12.6,0,1,5,72,100,256,-11,0,256,162,0.28125
inband,1,-12.6,0,1,5,72,100,384,-12,0,384,163,0.1875
inband,1,-12.6,0,1,5,72,100,768,-13,0,768,164,0.09375
inband,1,-12.6,0,1,6,88,100,1,20,0,1,131,88
inband,1,-12.6,0,1,6,88,100,1,19,0,1,132,88
inband,1,-12.6,0,1,6,88,100,2,18,0,2,133,44
inband,1,-12.6,0,1,6,88,100,2,17,0,2,134,44
inband,1,-12.6,0,1,6,88,100,2,16,0,2,135,44
inband,1,-12.6,0,1,6,88,100,2,15,0,2,136,44
inband,1,-12.6,0,1,6,88,100,2,14,0,2,137,44
inband,1,-12.6,0,1,6,88,100,2,13,0,2,138,44
inband,1,-12.6,0,1,6,88,100,2,12,0,2,139,44
inband,1,-12.6,0,1,6,88,100,2,11,0,2,140,44
inband,1,-12.6,0,1,6,88,100,2,10,0,2,141,44
inband,1,-12.6,0,1,6,88,100,4,9,0,4,142,22
inband,1,-12.6,0,1,6,88,100,4,8,0,4,143,22
inband,1,-12.6,0,1,6,88,100,4,7,0,4,144,22
inband,1,-12.6,0,1,6,88,100,4,6,0,4,145,22
inband,1,-12.6,0,1,6,88,100,4,5,0,4,146,22
inband,1,-12.6,0,1,6,88,100,8,4,0,8,147,11
inband,1,-12.6,0,1,6,88,100,8,3,0,8,148,11
inband,1,-12.6,0,1,6,88,100,8,2,0,8,149,11
inband,1,-12.6,0,1,6,88,100,16,1,0,16,150,5.5
inband,1,-12.6,0,1,6,88,100,16,0,0,16,151,5.5
inband,1,-12.6,0,1,6,88,100,32,-1,0,32,152,2.75
inband,1,-12.6,0,1,6,88,100,32,-2,0,32,153,2.75
inband,1,-12.6,0,1,6,88,100,32,-3,0,32,154,2.75
inband,1,-12.6,0,1,6,88,100,64,-4,0,64,155,1.375
inband,1,-12.6,0,1,6,88,100,64,-5,0,64,156,1.375
inband,1,-12.6,0,1,6,88,100,128,-6,0,128,157,0.6875
inband,1,-12.6,0,1,6,88,100,128,-7,0,128,158,0.6875
inband,1,-12.6,0,1,6,88,100,192,-8,0,192,159,0.458333333
inband,1,-12.6,0,1,6,88,100,192,-9,0,192,160,0.458333333
inband,1,-12.6,0,1,6,88,100,256,-10,0,256,161,0.34375
inband,1,-12.6,0,1,6,88,100,384,-11,0,384,162,0.229166667
inband,1,-12.6,0,1,6,88,100,512,-12,0,512,163,0.171875
inband,1,-12.6,0,1,6,88,100,768,-13,0,768,164,0.114583333
inband,1,-12.6,0,1,7,104,100,1,22,0,1,129,104
inband,1,-12.6,0,1,7,104,100,1,21,0,1,130,104
inband,1,-12.6,0,1,7,104,100,2,20,0,2,131,52
inband,1,-12.6,0,1,7,104,100,1,19,0,1,132,104
inband,1,-12.6,0,1,7,104,100,2,18,0,2,133,52
inband,1,-12.6,0,1,7,104,100,2,17,0,2,134,52
inband,1,-12.6,0,1,7,104,100,2,16,0,2,135,52
inband,1,-12.6,0,1,7,104,100,2,15,0,2,136,52
inband,1,-12.6,0,1,7,104,100,2,14,0,2,137,52
inband,1,-12.6,0,1,7,104,100,2,13,0,2,138,52
inband,1,-12.6,0,1,7,104,100,2,12,0,2,139,52
inband,1,-12.6,0,1,7,104,100,2,11,0,2,140,52
inband,1,-12.6,0,1,7,104,100,4,10,0,4,141,26
inband,1,-12.6,0,1,7,104,100,4,9,0,4,142,26
inband,1,-12.6,0,1,7,104,100,4,8,0,4,143,26
inband,1,-12.6,0,1,7,104,100,4,7,0,4,144,26
inband,1,-12.6,0,1,7,104,100,4,6,0,4,145,26
inband,1,-12.6,0,1,7,104,100,4,5,0,4,146,26
inband,1,-12.6,0,1,7,104,100,8,4,0,8,147,13
inband,1,-12.6,0,1,7,104,100,8,3,0,8,148,13
inband,1,-12.6,0,1,7,104,100,16,2,0,16,149,6.5
inband,1,-12.6,0,1,7,104,100,16,1,0,16,150,6.5
inband,1,-12.6,0,1,7,104,100,32,0,0,32,151,3.25
inband,1,-12.6,0,1,7,104,100,32,-1,0,32,152,3.25
inband,1,-12.6,0,1,7,104,100,32,-2,0,32,153,3.25
inband,1,-12.6,0,1,7,104,100,64,-3,0,64,154,1.625
inband,1,-12.6,0,1,7,104,100,64,-4,0,64,155,1.625
inband,1,-12.6,0,1,7,104,100,128,-5,0,128,156,0.8125
inband,1,-12.6,0,1,7,104,100,128,-6,0,128,157,0.8125
inband,1,-12.6,0,1,7,104,100,128,-7,0,128,158,0.8125
inband,1,-12.6,0,1,7,104,100,192,-8,0,192,159,0.541666667
inband,1,-12.6,0,1,7,104,100,256,-9,0,256,160,0.40625
inband,1,-12.6,0,1,7,104,100,256,-10,0,256,161,0.40625
inband,1,-12.6,0,1,7,104,100,512,-11,0,512,162,0.203125
inband,1,-12.6,0,1,7,104,100,768,-12,0,768,163,0.135416667
inband,1,-12.6,0,1,7,104,100,1024,-13,0,1023.960396,164,0.101566428
inband,1,-12.6,0,1,8,120,100,2,20,0,2,131,60
inband,1,-12.6,0,1,8,120,100,2,19,0,2,132,60
inband,1,-12.6,0,1,8,120,100,2,18,0,2,133,60
inband,1,-12.6,0,1,8,120,100,2,17,0,2,134,60
inband,1,-12.6,0,1,8,120,100,2,16,0,2,135,60
inband,1,-12.6,0,1,8,120,100,2,15,0,2,136,60
inband,1,-12.6,0,1,8,120,100,2,14,0,2,137,60
inband,1,-12.6,0,1,8,120,100,4,13,0,4,138,30
inband,1,-12.6,0,1,8,120,100,4,12,0,4,139,30
inband,1,-12.6,0,1,8,120,100,2,11,0,2,140,60
inband,1,-12.6,0,1,8,120,100,4,10,0,4,141,30
inband,1,-12.6,0,1,8,120,100,4,9,0,4,142,30
inband,1,-12.6,0,1,8,120,100,4,8,0,4,143,30
inband,1,-12.6,0,1,8,120,100,4,7,0,4,144,30
inband,1,-12.6,0,1,8,120,100,4,6,0,4,145,30
inband,1,-12.6,0,1,8,120,100,8,5,0,8,146,15
inband,1,-12.6,0,1,8,120,100,8,4,0,8,147,15
inband,1,-12.6,0,1,8,120,100,16,3,0,16,148,7.5
inband,1,-12.6,0,1,8,120,100,16,2,0,16,149,7.5
inband,1,-12.6,0,1,8,120,100,32,1,0,32,150,3.75
inband,1,-12.6,0,1,8,120,100,32,0,0,32,151,3.75
inband,1,-12.6,0,1,8,120,100,32,-1,0,32,152,3.75
inband,1,-12.6,0,1,8,120,100,64,-2,0,64,153,1.875
inband,1,-12.6,0,1,8,120,100,64,-3,0,64,154,1.875
inband,1,-12.6,0,1,8,120,100,128,-4,0,128,155,0.9375
inband,1,-12.6,0,1,8,120,100,128,-5,0,128,156,0.9375
inband,1,-12.6,0,1,8,120,100,128,-6,0,128,157,0.9375
inband,1,-12.6,0,1,8,120,100,128,-7,0,128,158,0.9375
inband,1,-12.6,0,1,8,120,100,256,-8,0,256,159,0.46875
inband,1,-12.6,0,1,8,120,100,256,-9,0,256,160,0.46875
inband,1,-12.6,0,1,8,120,100,384,-10,0,384,161,0.3125
inband,1,-12.6,0,1,8,120,100,512,-11,0,512,162,0.234375
inband,1,-12.6,0,1,8,120,100,768,-12,0,768,163,0.15625
inband,1,-12.6,0,1,8,120,100,1024,-13,0,1024,164,0.1171875
inband,1,-12.6,0,1,9,136,100,2,20,0,2,131,68
inband,1,-12.6,0,1,9,136,100,2,19,0,2,132,68
inband,1,-12.6,0,1,9,136,100,2,18,0,2,133,68
inband,1,-12.6,0,1,9,136,100,2,17,0,2,134,68
inband,1,-12.6,0,1,9,136,100,2,16,0,2,135,68
inband,1,-12.6,0,1,9,136,100,2,15,0,2,136,68
inband,1,-12.6,0,1,9,136,100,2,14,0,2,137,68
inband,1,-12.6,0,1,9,136,100,4,13,0,4,138,34
inband,1,-12.6,0,1,9,136,100,4,12,0,4,139,34
inband,1,-12.6,0,1,9,136,100,4,11,0,4,140,34
inband,1,-12.6,0,1,9,136,100,4,10,0,4,141,34
inband,1,-12.6,0,1,9,136,100,4,9,0,4,142,34
inband,1,-12.6,0,1,9,136,100,4,8,0,4,143,34
inband,1,-12.6,0,1,9,136,100,4,7,0,4,144,34
inband,1,-12.6,0,1,9,136,100,8,6,0,8,145,17
inband,1,-12.6,0,1,9,136,100,8,5,0,8,146,17
inband,1,-12.6,0,1,9,136,100,8,4,0,8,147,17
inband,1,-12.6,0,1,9,136,100,16,3,0,16,148,8.5
inband,1,-12.6,0,1,9,136,100,16,2,0,16,149,8.5
inband,1,-12.6,0,1,9,136,100,32,1,0,32,150,4.25
inband,1,-12.6,0,1,9,136,100,32,0,0,32,151,4.25
inband,1,-12.6,0,1,9,136,100,32,-1,0,32,152,4.25
inband,1,-12.6,0,1,9,136,100,64,-2,0,64,153,2.125
inband,1,-12.6,0,1,9,136,100,64,-3,0,64,154,2.125
inband,1,-12.6,0,1,9,136,100,128,-4,0,128,155,1.0625
inband,1,-12.6,0,1,9,136,100,128,-5,0,128,156,1.0625
inband,1,-12.6,0,1,9,136,100,128,-6,0,128,157,1.0625
inband,1,-12.6,0,1,9,136,100,192,-7,0,192,158,0.708333333
inband,1,-12.6,0,1,9,136,100,256,-8,0,256,159,0.53125
inband,1,-12.6,0,1,9,136,100,384,-9,0,384,160,0.354166667
inband,1,-12.6,0,1,9,136,100,512,-10,0,512,161,0.265625
inband,1,-12.6,0,1,9,136,100,768,-11,0,768,162,0.177083333
inband,1,-12.6,0,1,9,136,100,1024,-12,0,1024,163,0.1328125
inband,1,-12.6,0,1,9,136,100,1536,-13,0,1536.019417,164,0.088540547
inband,1,-12.6,0,1,10,144,100,2,23,0,2,128,72
inband,1,-12.6,0,1,10,144,100,2,22,0,2,129,72
inband,1,-12.6,0,1,10,144,100,2,21,0,2,130,72
inband,1,-12.6,0,1,10,144,100,4,20,0,4,131,36
inband,1,-12.6,0,1,10,144,100,2,19,0,2,132,72
inband,1,-12.6,0,1,10,144,100,4,18,0,4,133,36
inband,1,-12.6,0,1,10,144,100,4,17,0,4,134,36
inband,1,-12.6,0,1,10,144,100,4,16,0,4,135,36
inband,1,-12.6,0,1,10,144,100,4,15,0,4,136,36
inband,1,-12.6,0,1,10,144,100,4,14,0,4,137,36
inband,1,-12.6,0,1,10,144,100,4,13,0,4,138,36
inband,1,-12.6,0,1,10,144,100,4,12,0,4,139,36
inband,1,-12.6,0,1,10,144,100,4,11,0,4,140,36
inband,1,-12.6,0,1,10,144,100,8,10,0,8,141,18
inband,1,-12.6,0,1,10,144,100,4,9,0,4,142,36
inband,1,-12.6,0,1,10,144,100,8,8,0,8,143,18
inband,1,-12.6,0,1,10,144,100,8,7,0,8,144,18
inband,1,-12.6,0,1,10,144,100,16,6,0,16,145,9
inband,1,-12.6,0,1,10,144,100,16,5,0,16,146,9
inband,1,-12.6,0,1,10,144,100,16,4,0,16,147,9
inband,1,-12.6,0,1,10,144,100,32,3,0,32,148,4.5
inband,1,-12.6,0,1,10,144,100,32,2,0,32,149,4.5
inband,1,-12.6,0,1,10,144,100,32,1,0,32,150,4.5
inband,1,-12.6,0,1,10,144,100,64,0,0,64,151,2.25
inband,1,-12.6,0,1,10,144,100,64,-1,0,64,152,2.25
inband,1,-12.6,0,1,10,144,100,64,-2,0,64,153,2.25
inband,1,-12.6,0,1,10,144,100,128,-3,0,128,154,1.125
inband,1,-12.6,0,1,10,144,100,128,-4,0,128,155,1.125
inband,1,-12.6,0,1,10,144,100,128,-5,0,128,156,1.125
inband,1,-12.6,0,1,10,144,100,192,-6,0,192,157,0.75
inband,1,-12.6,0,1,10,144,100,256,-7,0,256,158,0.5625
inband,1,-12.6,0,1,10,144,100,256,-8,0,256,159,0.5625
inband,1,-12.6,0,1,10,144,100,512,-9,0,512,160,0.28125
inband,1,-12.6,0,1,10,144,100,512,-10,0,512,161,0.28125
inband,1,-12.6,0,1,10,144,100,1024,-11,0,1024.019608,162,0.140622307
inband,1,-12.6,0,1,10,144,100,1536,-12,0,1536.019417,163,0.093748815
inband,1,-12.6,0,1,10,144,100,2048,-13,0,2047.980769,164,0.07031316
inband,1,-12.6,1,2,0,32,100,1,18,0,2,133,16
inband,1,-12.6,1,2,0,32,100,1,17,0,2,134,16
inband,1,-12.6,1,2,0,32,100,1,16,0,2,135,16
inband,1,-12.6,1,2,0,32,100,1,15,0,2,136,16
inband,1,-12.6,1,2,0,32,100,1,14,0,2,137,16
inband,1,-12.6,1,2,0,32,100,1,13,0,2,138,16
inband,1,-12.6,1,2,0,32,100,1,12,0,2,139,16
inband,1,-12.6,1,2,0,32,100,1,11,0,2,140,16
inband,1,-12.6,1,2,0,32,100,1,10,0,2,141,16
inband,1,-12.6,1,2,0,32,100,1,9,0,2,142,16
inband,1,-12.6,1,2,0,32,100,1,8,0,2,143,16
inband,1,-12.6,1,2,0,32,100,1,7,0,2,144,16
inband,1,-12.6,1,2,0,32,100,1,6,0,2,145,16
inband,1,-12.6,1,2,0,32,100,2,5,0,4,146,8
inband,1,-12.6,1,2,0,32,100,2,4,0,4,147,8
inband,1,-12.6,1,2,0,32,100,2,3,0,4,148,8
inband,1,-12.6,1,2,0,32,100,2,2,0,4,149,8
inband,1,-12.6,1,2,0,32,100,2,1,0,4,150,8
inband,1,-12.6,1,2,0,32,100,4,0,0,8,151,4
inband,1,-12.6,1,2,0,32,100,4,-1,0,8,152,4
inband,1,-12.6,1,2,0,32,100,8,-2,0,16,153,2
inband,1,-12.6,1,2,0,32,100,8,-3,0,16,154,2
inband,1,-12.6,1,2,0,32,100,16,-4,0,32,155,1
inband,1,-12.6,1,2,0,32,100,16,-5,0,32,156,1
inband,1,-12.6,1,2,0,32,100,32,-6,0,64,157,0.5
inband,1,-12.6,1,2,0,32,100,32,-7,0,64,158,0.5
inband,1,-12.6,1,2,0,32,100,64,-8,0,128,159,0.25
inband,1,-12.6,1,2,0,32,100,64,-9,0,128,160,0.25
inband,1,-12.6,1,2,0,32,100,128,-10,0,256,161,0.125
inband,1,-12.6,1,2,0,32,100,128,-11,0,256,162,0.125
inband,1,-12.6,1,2,0,32,100,128,-12,0,256,163,0.125
inband,1,-12.6,1,2,0,32,100,192,-13,0,384,164,0.083333333
inband,1,-12.6,1,2,1,56,100,1,14,0,2,137,28
inband,1,-12.6,1,2,1,56,100,1,13,0,2,138,28
inband,1,-12.6,1,2,1,56,100,1,12,0,2,139,28
inband,1,-12.6,1,2,1,56,100,1,11,0,2,140,28
inband,1,-12.6,1,2,1,56,100,1,10,0,2,141,28
inband,1,-12.6,1,2,1,56,100,2,9,0,4,142,14
inband,1,-12.6,1,2,1,56,100,2,8,0,4,143,14
inband,1,-12.6,1,2,1,56,100,2,7,0,4,144,14
inband,1,-12.6,1,2,1,56,100,2,6,0,4,145,14
inband,1,-12.6,1,2,1,56,100,2,5,0,4,146,14
inband,1,-12.6,1,2,1,56,100,2,4,0,4,147,14
inband,1,-12.6,1,2,1,56,100,2,3,0,4,148,14
inband,1,-12.6,1,2,1,56,100,4,2,0,8,149,7
inband,1,-12.6,1,2,1,56,100,4,1,0,8,150,7
inband,1,-12.6,1,2,1,56,100,4,0,0,8,151,7
inband,1,-12.6,1,2,1,56,100,8,-1,0,16,152,3.5
inband,1,-12.6,1,2,1,56,100,16,-2,0,32,153,1.75
inband,1,-12.6,1,2,1,56,100,16,-3,0,32,154,1.75
inband,1,-12.6,1,2,1,56,100,16,-4,0,32,155,1.75
inband,1,-12.6,1,2,1,56,100,32,-5,0,64,156,0.875
inband,1,-12.6,1,2,1,56,100,32,-6,0,64,157,0.875
inband,1,-12.6,1,2,1,56,100,64,-7,0,128,158,0.4375
inband,1,-12.6,1,2,1,56,100,64,-8,0,128,159,0.4375
